 0.000E+0  1.000E+0
 1.000E-2  1.000E+0
 2.000E-2  1.000E+0
 3.000E-2  1.001E+0
 4.000E-2  1.001E+0
 5.000E-2  1.001E+0
 6.000E-2  1.002E+0
 7.000E-2  1.002E+0
 8.000E-2  1.003E+0
 9.000E-2  1.004E+0
 1.000E-1  1.005E+0
 1.100E-1  1.006E+0
 1.200E-1  1.008E+0
 1.300E-1  1.010E+0
 1.400E-1  1.012E+0
 1.500E-1  1.015E+0
 1.600E-1  1.018E+0
 1.700E-1  1.021E+0
 1.800E-1  1.026E+0
 1.900E-1  1.031E+0
 2.000E-1  1.037E+0
 2.100E-1  1.043E+0
 2.200E-1  1.051E+0
 2.300E-1  1.060E+0
 2.400E-1  1.070E+0
 2.500E-1  1.082E+0
 2.600E-1  1.095E+0
 2.700E-1  1.109E+0
 2.800E-1  1.126E+0
 2.900E-1  1.144E+0
 3.000E-1  1.164E+0
 3.100E-1  1.186E+0
 3.200E-1  1.210E+0
 3.300E-1  1.237E+0
 3.400E-1  1.265E+0
 3.500E-1  1.296E+0
 3.600E-1  1.330E+0
 3.700E-1  1.365E+0
 3.800E-1  1.403E+0
 3.900E-1  1.444E+0
 4.000E-1  1.486E+0
 4.100E-1  1.531E+0
 4.200E-1  1.577E+0
 4.300E-1  1.625E+0
 4.400E-1  1.675E+0
 4.500E-1  1.727E+0
 4.600E-1  1.780E+0
 4.700E-1  1.833E+0
 4.800E-1  1.888E+0
 4.900E-1  1.943E+0
 5.000E-1  1.998E+0
 5.100E-1  1.999E+0
 5.200E-1  1.999E+0
 5.300E-1  1.999E+0
 5.400E-1  1.999E+0
 5.500E-1  1.999E+0
 5.600E-1  1.999E+0
 5.700E-1  1.999E+0
 5.800E-1  1.999E+0
 5.900E-1  1.999E+0
 6.000E-1  1.999E+0
 6.100E-1  1.999E+0
 6.200E-1  1.999E+0
 6.300E-1  1.999E+0
 6.400E-1  1.999E+0
 6.500E-1  1.999E+0
 6.600E-1  1.999E+0
 6.700E-1  1.999E+0
 6.800E-1  1.999E+0
 6.900E-1  1.999E+0
 7.000E-1  1.999E+0
 7.100E-1  1.999E+0
 7.200E-1  1.999E+0
 7.300E-1  1.999E+0
 7.400E-1  1.999E+0
 7.500E-1  1.999E+0
 7.600E-1  2.000E+0
 7.700E-1  2.000E+0
 7.800E-1  2.000E+0
 7.900E-1  2.000E+0
 8.000E-1  2.000E+0
 8.100E-1  2.000E+0
 8.200E-1  2.000E+0
 8.300E-1  2.000E+0
 8.400E-1  2.000E+0
 8.500E-1  2.000E+0
 8.600E-1  2.000E+0
 8.700E-1  2.000E+0
 8.800E-1  2.000E+0
 8.900E-1  2.000E+0
 9.000E-1  2.000E+0
 9.100E-1  2.000E+0
 9.200E-1  2.000E+0
 9.300E-1  2.000E+0
 9.400E-1  2.000E+0
 9.500E-1  2.000E+0
 9.600E-1  2.000E+0
 9.700E-1  2.000E+0
 9.800E-1  2.000E+0
 9.900E-1  2.000E+0
 1.000E+0  2.000E+0
